station_id,datapoint_id,alarm_id,event_time,value,valueThreshold,isActive,storedtime
1161115040,141,312,2017-02-23 03:16:42+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:16:43+00:00,28.00,28.00,False,
1160629000,121,308,2017-02-23 03:16:43+00:00,231.00,230.00,True,
1161114050,143,312,2017-02-23 03:16:45+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:16:48+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:16:49+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:16:49+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:16:50+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:16:54+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:16:58+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:17:01+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:17:02+00:00,28.50,28.00,True,
1161114059,121,309,2017-02-23 03:17:03+00:00,200.00,200.00,False,
1161115040,141,312,2017-02-23 03:17:04+00:00,56.00,56.00,False,
1161115030,121,308,2017-02-23 03:17:05+00:00,241.00,240.00,True,
1161115030,121,308,2017-02-23 03:17:06+00:00,240.00,240.00,False,
1161115040,141,312,2017-02-23 03:17:08+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:17:09+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:17:10+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:17:11+00:00,56.00,56.00,False,
1161114059,121,309,2017-02-23 03:17:15+00:00,199.00,200.00,True,
1161114059,121,309,2017-02-23 03:17:15+00:00,199.00,200.00,True,
1161114059,121,309,2017-02-23 03:17:15+00:00,199.00,200.00,True,
1161114059,121,309,2017-02-23 03:17:15+00:00,199.00,200.00,True,
1161114059,121,309,2017-02-23 03:17:15+00:00,199.00,200.00,True,
1161114050,143,312,2017-02-23 03:17:17+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:17:23+00:00,56.50,56.00,True,
1161115030,121,308,2017-02-23 03:17:24+00:00,241.00,240.00,True,
1161115040,141,312,2017-02-23 03:17:24+00:00,56.00,56.00,False,
1161115030,121,308,2017-02-23 03:17:25+00:00,240.00,240.00,False,
1161115040,141,312,2017-02-23 03:17:25+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:17:32+00:00,28.50,28.00,True,
1161114059,121,309,2017-02-23 03:17:33+00:00,200.00,200.00,False,
1161114059,121,309,2017-02-23 03:17:33+00:00,200.00,200.00,False,
1161114050,143,312,2017-02-23 03:17:33+00:00,28.00,28.00,False,
1161114059,121,309,2017-02-23 03:17:33+00:00,200.00,200.00,False,
1161114059,121,309,2017-02-23 03:17:33+00:00,200.00,200.00,False,
1161114050,143,312,2017-02-23 03:17:34+00:00,28.50,28.00,True,
1161114050,143,312,2017-02-23 03:17:36+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:17:38+00:00,56.00,56.00,False,
1161114059,121,309,2017-02-23 03:17:39+00:00,199.00,200.00,True,
1161114059,121,309,2017-02-23 03:17:39+00:00,199.00,200.00,True,
1161114059,121,309,2017-02-23 03:17:39+00:00,199.00,200.00,True,
1161114059,121,309,2017-02-23 03:17:39+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:17:40+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:17:40+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:17:41+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:17:44+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:17:48+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:17:49+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:17:51+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:17:52+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:17:53+00:00,56.00,56.00,False,
1161114074,121,308,2017-02-23 03:17:53+00:00,241.00,240.00,True,
1161115040,141,312,2017-02-23 03:17:54+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:17:54+00:00,56.00,56.00,False,
1161114074,121,308,2017-02-23 03:17:56+00:00,240.00,240.00,False,
1161114050,143,312,2017-02-23 03:17:56+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:17:56+00:00,28.50,28.00,True,
1161114050,143,312,2017-02-23 03:17:57+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:17:59+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:17:59+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:18:02+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:18:03+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:18:04+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:05+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:18:05+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:05+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:18:06+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:08+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:18:09+00:00,28.00,28.00,False,
1161114077,115,306,2017-02-23 03:18:11+00:00,80.00,80.00,False,
1161114039,121,309,2017-02-23 03:18:11+00:00,200.00,200.00,False,
1161114050,143,312,2017-02-23 03:18:11+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:18:12+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:13+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:18:13+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:17+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:18:19+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:18:20+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:18:21+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:29+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:18:32+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:18:32+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:18:34+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:18:35+00:00,28.50,28.00,True,
1161114050,143,312,2017-02-23 03:18:36+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:18:38+00:00,28.50,28.00,True,
1161114059,121,309,2017-02-23 03:18:38+00:00,200.00,200.00,False,
1161114050,143,312,2017-02-23 03:18:38+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:18:39+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:18:40+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:44+00:00,56.50,56.00,True,
1161114059,121,309,2017-02-23 03:18:44+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:18:49+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:49+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:18:51+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:18:52+00:00,28.50,28.00,True,
1161114074,121,308,2017-02-23 03:18:53+00:00,241.00,240.00,True,
1161115040,141,312,2017-02-23 03:18:55+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:18:56+00:00,56.50,56.00,True,
1161114074,121,308,2017-02-23 03:18:57+00:00,240.00,240.00,False,
1161114050,143,312,2017-02-23 03:18:58+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:19:00+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:19:00+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:19:03+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:19:06+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:19:08+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:19:08+00:00,28.50,28.00,True,
1161115040,121,309,2017-02-23 03:19:09+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:19:11+00:00,56.50,56.00,True,
1160629000,121,308,2017-02-23 03:19:12+00:00,230.00,230.00,False,
1161114050,143,312,2017-02-23 03:19:12+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:19:12+00:00,28.50,28.00,True,
1161114032,115,306,2017-02-23 03:19:12+00:00,80.00,80.00,False,
1161115040,121,309,2017-02-23 03:19:12+00:00,200.00,200.00,False,
1161114009,114,303,2017-02-23 03:19:15+00:00,999999.00,999999.00,True,
1161114050,143,312,2017-02-23 03:19:16+00:00,28.50,28.00,True,
1161114050,143,312,2017-02-23 03:19:16+00:00,28.00,28.00,False,
1161114009,114,303,2017-02-23 03:19:17+00:00,999999.00,999999.00,False,
1161115040,141,312,2017-02-23 03:19:17+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:19:17+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:19:17+00:00,28.50,28.00,True,
1161114045,121,309,2017-02-23 03:19:18+00:00,199.00,200.00,True,
1161115040,121,309,2017-02-23 03:19:18+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:19:19+00:00,56.50,56.00,True,
1161115040,121,309,2017-02-23 03:19:20+00:00,200.00,200.00,False,
1161114050,143,312,2017-02-23 03:19:20+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:19:23+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:19:23+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:26+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:19:27+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:19:28+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:19:31+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:19:32+00:00,56.50,56.00,True,
1161114074,121,308,2017-02-23 03:19:33+00:00,241.00,240.00,True,
1161115040,141,312,2017-02-23 03:19:33+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:34+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:19:35+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:19:35+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:36+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:36+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:37+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:38+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:19:38+00:00,28.50,28.00,True,
1161115037,121,309,2017-02-23 03:19:38+00:00,107.00,200.00,True,
1161115037,121,301,2017-02-23 03:19:38+00:00,107.00,80.00,False,
1161115040,141,312,2017-02-23 03:19:38+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:39+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:40+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:41+00:00,56.00,56.00,False,
1161115037,121,309,2017-02-23 03:19:41+00:00,216.00,200.00,False,
1161114050,143,312,2017-02-23 03:19:42+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:19:42+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:19:42+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:43+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:44+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:45+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:45+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:19:48+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:19:49+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:19:50+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:56+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:19:57+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:19:57+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:19:58+00:00,28.50,28.00,True,
1161114050,143,312,2017-02-23 03:19:58+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:19:58+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:20:01+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:20:01+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:20:04+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:20:05+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:20:05+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:20:06+00:00,28.00,28.00,False,
1161114045,121,309,2017-02-23 03:20:06+00:00,201.00,200.00,False,
1161114050,143,312,2017-02-23 03:20:07+00:00,28.50,28.00,True,
1161114046,121,309,2017-02-23 03:20:07+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:20:11+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:20:11+00:00,56.50,56.00,True,
1161115040,121,309,2017-02-23 03:20:12+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:20:13+00:00,56.00,56.00,False,
1161114074,121,308,2017-02-23 03:20:14+00:00,240.00,240.00,False,
1161115040,121,309,2017-02-23 03:20:16+00:00,200.00,200.00,False,
1161115040,141,312,2017-02-23 03:20:17+00:00,56.50,56.00,True,
1161114046,121,309,2017-02-23 03:20:17+00:00,200.00,200.00,False,
1161115040,141,312,2017-02-23 03:20:18+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:20:19+00:00,56.50,56.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114050,143,312,2017-02-23 03:20:21+00:00,28.00,28.00,False,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114019,121,309,2017-02-23 03:20:21+00:00,199.00,200.00,True,
1161114050,143,312,2017-02-23 03:20:22+00:00,28.50,28.00,True,
1161114048,121,309,2017-02-23 03:20:23+00:00,189.00,190.00,True,
1161115040,141,312,2017-02-23 03:20:24+00:00,56.00,56.00,False,
1161114048,121,309,2017-02-23 03:20:26+00:00,190.00,190.00,False,
1161115040,141,312,2017-02-23 03:20:27+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:20:27+00:00,28.00,28.00,False,
1161114074,121,308,2017-02-23 03:20:28+00:00,241.00,240.00,True,
1161115040,141,312,2017-02-23 03:20:28+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:20:29+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:20:29+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:20:30+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:20:30+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:20:33+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:20:35+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:20:35+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:20:36+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:20:38+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:20:38+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:20:41+00:00,56.00,56.00,False,
1161114048,121,309,2017-02-23 03:20:42+00:00,189.00,190.00,True,
1161114013,121,309,2017-02-23 03:20:42+00:00,199.00,200.00,True,
1161114050,143,312,2017-02-23 03:20:44+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:20:45+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:20:45+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:20:45+00:00,56.50,56.00,True,
1161114046,121,309,2017-02-23 03:20:45+00:00,199.00,200.00,True,
1161114013,121,309,2017-02-23 03:20:45+00:00,202.00,200.00,False,
1161114050,143,312,2017-02-23 03:20:45+00:00,28.50,28.00,True,
1161115040,121,309,2017-02-23 03:20:46+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:20:47+00:00,56.00,56.00,False,
1161114046,121,309,2017-02-23 03:20:50+00:00,200.00,200.00,False,
1161115040,121,309,2017-02-23 03:20:51+00:00,200.00,200.00,False,
1161114050,143,312,2017-02-23 03:20:56+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:20:56+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:20:56+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:20:58+00:00,56.50,56.00,True,
1161114013,121,309,2017-02-23 03:20:59+00:00,199.00,200.00,True,
1161114074,121,308,2017-02-23 03:21:00+00:00,240.00,240.00,False,
1161115040,141,312,2017-02-23 03:21:01+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:21:01+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:21:04+00:00,56.50,56.00,True,
1161115040,121,309,2017-02-23 03:21:05+00:00,199.00,200.00,True,
1161114050,143,312,2017-02-23 03:21:05+00:00,28.50,28.00,True,
1161114050,143,312,2017-02-23 03:21:05+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:21:06+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:21:06+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:21:06+00:00,28.50,28.00,True,
1161115040,121,309,2017-02-23 03:21:07+00:00,200.00,200.00,False,
1161115040,141,312,2017-02-23 03:21:07+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:07+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:21:08+00:00,28.50,28.00,True,
1161114050,143,312,2017-02-23 03:21:08+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:21:10+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:21:10+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:11+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:21:12+00:00,28.00,28.00,False,
1161114046,121,309,2017-02-23 03:21:13+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:21:14+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:21:14+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:21:14+00:00,28.50,28.00,True,
1161114013,121,309,2017-02-23 03:21:14+00:00,201.00,200.00,False,
1161115040,141,312,2017-02-23 03:21:14+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:15+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:21:15+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:16+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:18+00:00,56.00,56.00,False,
1161114046,121,309,2017-02-23 03:21:18+00:00,200.00,200.00,False,
1161115040,141,312,2017-02-23 03:21:18+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:21:18+00:00,56.50,56.00,True,
1161114013,121,309,2017-02-23 03:21:18+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:21:20+00:00,56.50,56.00,True,
1161115040,121,309,2017-02-23 03:21:20+00:00,199.00,200.00,True,
1161114050,143,312,2017-02-23 03:21:20+00:00,28.00,28.00,False,
1161114050,143,312,2017-02-23 03:21:21+00:00,28.50,28.00,True,
1161115041,121,309,2017-02-23 03:21:24+00:00,200.00,200.00,False,
1161115040,141,312,2017-02-23 03:21:25+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:21:25+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:26+00:00,56.00,56.00,False,
1161114013,121,309,2017-02-23 03:21:28+00:00,201.00,200.00,False,
1161115040,121,309,2017-02-23 03:21:29+00:00,200.00,200.00,False,
1161114050,143,312,2017-02-23 03:21:30+00:00,28.00,28.00,False,
1161115040,141,312,2017-02-23 03:21:30+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:21:32+00:00,28.50,28.00,True,
1161114048,121,309,2017-02-23 03:21:34+00:00,190.00,190.00,False,
1161115040,141,312,2017-02-23 03:21:34+00:00,56.00,56.00,False,
1160629000,121,308,2017-02-23 03:21:35+00:00,231.00,230.00,True,
1161114046,121,309,2017-02-23 03:21:35+00:00,199.00,200.00,True,
1161114050,143,312,2017-02-23 03:21:36+00:00,28.00,28.00,False,
1161115040,121,309,2017-02-23 03:21:36+00:00,199.00,200.00,True,
1161115040,141,312,2017-02-23 03:21:37+00:00,56.50,56.00,True,
1161114050,143,312,2017-02-23 03:21:38+00:00,28.50,28.00,True,
1161115040,141,312,2017-02-23 03:21:39+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:21:39+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:40+00:00,56.00,56.00,False,
1161114046,121,309,2017-02-23 03:21:42+00:00,200.00,200.00,False,
1161115040,141,312,2017-02-23 03:21:42+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:43+00:00,56.00,56.00,False,
1161115040,141,312,2017-02-23 03:21:45+00:00,56.50,56.00,True,
1161115040,141,312,2017-02-23 03:21:48+00:00,56.00,56.00,False,
1161114050,143,312,2017-02-23 03:21:48+00:00,28.00,28.00,False,
1161114048,121,309,2017-02-23 03:21:49+00:00,189.00,190.00,True,
